slug;name;level;soul_shard;gold;time_days;time_seconds;effect_value;effect_name;oracle;req1;req2;req3;req4;inf
secreto_20;Скорость войск подкрепления I;3;23000;575000;754;0;8,00%;Скорость войск подкрепления I;32;Защита в нападении против I тира 2;Защита в нападении против II тира 2;Защита в нападении против III тира 2;;800000
secreto_20;Скорость войск подкрепления I;4;34000;680000;1119;0;12,00%;Скорость войск подкрепления I;32;Защита в нападении против I тира 3;Защита в нападении против II тира 3;Защита в нападении против III тира 3;;1850000
secreto_20;Скорость войск подкрепления I;5;50000;780000;1662;0;16,00%;Скорость войск подкрепления I;33;Защита в нападении против I тира 4;Защита в нападении против II тира 4;Защита в нападении против III тира 4;;4100000
secreto_20;Скорость войск подкрепления I;6;74500;885000;2468;0;21,00%;Скорость войск подкрепления I;33;Защита в нападении против I тира 4;Защита в нападении против II тира 4;Защита в нападении против III тира 4;;9200000
secreto_20;Скорость войск подкрепления I;7;115000;1050000;3665;0;27,00%;Скорость войск подкрепления I;34;Защита в нападении против I тира 5;Защита в нападении против II тира 5;Защита в нападении против III тира 5;;21000000
secreto_20;Скорость войск подкрепления I;8;165000;1200000;5442;0;33,00%;Скорость войск подкрепления I;34;Защита в нападении против I тира 6;Защита в нападении против II тира 6;Защита в нападении против III тира 6;;47000000
secreto_20;Скорость войск подкрепления I;9;245000;1550000;8080;0;41,00%;Скорость войск подкрепления I;35;Защита в нападении против I тира 7;Защита в нападении против II тира 7;Защита в нападении против III тира 7;;110000000
secreto_20;Скорость войск подкрепления I;10;365000;2200000;11999;0;50,00%;Скорость войск подкрепления I;35;Защита в нападении против I тира 10;Защита в нападении против II тира 10;Защита в нападении против III тира 10;;240000000
secreto_21;Защита в нападении против IV тира;1;10500;570000;342;0;0,50%;Защита в нападении против IV тира;31;Скорость войск подкрепления I 1;;;;160000
secreto_21;Защита в нападении против IV тира;2;15500;710000;508;0;1,00%;Защита в нападении против IV тира;31;Скорость войск подкрепления I 1;;;;355000
secreto_21;Защита в нападении против IV тира;3;23000;850000;754;0;1,50%;Защита в нападении против IV тира;32;Скорость войск подкрепления I 2;;;;800000
secreto_21;Защита в нападении против IV тира;4;34000;990000;1119;0;2,00%;Защита в нападении против IV тира;32;Скорость войск подкрепления I 3;;;;1850000
secreto_21;Защита в нападении против IV тира;5;50000;1150000;1662;0;2,50%;Защита в нападении против IV тира;33;Скорость войск подкрепления I 4;;;;4100000
secreto_21;Защита в нападении против IV тира;6;74500;1300000;2468;0;3,00%;Защита в нападении против IV тира;33;Скорость войск подкрепления I 4;;;;9200000
secreto_21;Защита в нападении против IV тира;7;115000;1450000;3665;0;3,50%;Защита в нападении против IV тира;34;Скорость войск подкрепления I 5;;;;21000000
secreto_21;Защита в нападении против IV тира;8;165000;1700000;5442;0;4,00%;Защита в нападении против IV тира;34;Скорость войск подкрепления I 6;;;;47000000
secreto_21;Защита в нападении против IV тира;9;245000;2150000;8080;0;4,50%;Защита в нападении против IV тира;35;Скорость войск подкрепления I 7;;;;110000000
secreto_21;Защита в нападении против IV тира;10;365000;3100000;11999;0;5,00%;Защита в нападении против IV тира;35;Скорость войск подкрепления I 10;;;;240000000
secreto_22;Защита в нападении против V тира;1;10500;570000;342;0;0,50%;Защита в нападении против V тира;31;Скорость войск подкрепления I 1;;;;160000
secreto_22;Защита в нападении против V тира;2;15500;710000;508;0;1,00%;Защита в нападении против V тира;31;Скорость войск подкрепления I 1;;;;355000
secreto_22;Защита в нападении против V тира;3;23000;850000;754;0;1,50%;Защита в нападении против V тира;32;Скорость войск подкрепления I 2;;;;800000
secreto_22;Защита в нападении против V тира;4;34000;990000;1119;0;2,00%;Защита в нападении против V тира;32;Скорость войск подкрепления I 3;;;;1850000
secreto_22;Защита в нападении против V тира;5;50000;1150000;1662;0;2,50%;Защита в нападении против V тира;33;Скорость войск подкрепления I 4;;;;4100000
secreto_22;Защита в нападении против V тира;6;74500;1300000;2468;0;3,00%;Защита в нападении против V тира;33;Скорость войск подкрепления I 4;;;;9200000
secreto_22;Защита в нападении против V тира;7;115000;1450000;3665;0;3,50%;Защита в нападении против V тира;34;Скорость войск подкрепления I 5;;;;21000000
secreto_22;Защита в нападении против V тира;8;165000;1700000;5442;0;4,00%;Защита в нападении против V тира;34;Скорость войск подкрепления I 6;;;;47000000
secreto_22;Защита в нападении против V тира;9;245000;2150000;8080;0;4,50%;Защита в нападении против V тира;35;Скорость войск подкрепления I 7;;;;110000000
secreto_22;Защита в нападении против V тира;10;365000;3100000;11999;0;5,00%;Защита в нападении против V тира;35;Скорость войск подкрепления I 10;;;;240000000
secreto_23;Защита в нападении против VI тира;1;10500;570000;342;0;0,50%;Защита в нападении против VI тира;31;Скорость войск подкрепления I 1;;;;160000
secreto_23;Защита в нападении против VI тира;2;15500;710000;508;0;1,00%;Защита в нападении против VI тира;31;Скорость войск подкрепления I 1;;;;355000
secreto_23;Защита в нападении против VI тира;3;23000;850000;754;0;1,50%;Защита в нападении против VI тира;32;Скорость войск подкрепления I 2;;;;800000
secreto_23;Защита в нападении против VI тира;4;34000;990000;1119;0;2,00%;Защита в нападении против VI тира;32;Скорость войск подкрепления I 3;;;;1850000
secreto_23;Защита в нападении против VI тира;5;50000;1150000;1662;0;2,50%;Защита в нападении против VI тира;33;Скорость войск подкрепления I 4;;;;4100000
secreto_23;Защита в нападении против VI тира;6;74500;1300000;2468;0;3,00%;Защита в нападении против VI тира;33;Скорость войск подкрепления I 4;;;;9200000
secreto_23;Защита в нападении против VI тира;7;115000;1450000;3665;0;3,50%;Защита в нападении против VI тира;34;Скорость войск подкрепления I 5;;;;21000000
secreto_23;Защита в нападении против VI тира;8;165000;1700000;5442;0;4,00%;Защита в нападении против VI тира;34;Скорость войск подкрепления I 6;;;;47000000
secreto_23;Защита в нападении против VI тира;9;245000;2150000;8080;0;4,50%;Защита в нападении против VI тира;35;Скорость войск подкрепления I 7;;;;110000000
secreto_23;Защита в нападении против VI тира;10;365000;3100000;11999;0;5,00%;Защита в нападении против VI тира;35;Скорость войск подкрепления I 10;;;;240000000
secreto_24;Защита в нападении против VII тира;1;10500;570000;342;0;0,50%;Защита в нападении против VII тира;31;Защита в нападении против IV тира 1;Защита в нападении против V тира 1;Защита в нападении против VI тира 1;;160000
secreto_24;Защита в нападении против VII тира;2;15500;710000;508;0;1,00%;Защита в нападении против VII тира;31;Защита в нападении против IV тира 1;Защита в нападении против V тира 1;Защита в нападении против VI тира 1;;355000
secreto_24;Защита в нападении против VII тира;3;23000;850000;754;0;1,50%;Защита в нападении против VII тира;32;Защита в нападении против IV тира 2;Защита в нападении против V тира 2;Защита в нападении против VI тира 2;;800000
secreto_24;Защита в нападении против VII тира;4;34000;990000;1119;0;2,00%;Защита в нападении против VII тира;32;Защита в нападении против IV тира 3;Защита в нападении против V тира 3;Защита в нападении против VI тира 3;;1850000
secreto_24;Защита в нападении против VII тира;5;50000;1150000;1662;0;2,50%;Защита в нападении против VII тира;33;Защита в нападении против IV тира 4;Защита в нападении против V тира 4;Защита в нападении против VI тира 4;;4100000
secreto_24;Защита в нападении против VII тира;6;74500;1300000;2468;0;3,00%;Защита в нападении против VII тира;33;Защита в нападении против IV тира 4;Защита в нападении против V тира 4;Защита в нападении против VI тира 4;;9200000
secreto_24;Защита в нападении против VII тира;7;115000;1450000;3665;0;3,50%;Защита в нападении против VII тира;34;Защита в нападении против IV тира 5;Защита в нападении против V тира 5;Защита в нападении против VI тира 5;;21000000
secreto_24;Защита в нападении против VII тира;8;165000;1700000;5442;0;4,00%;Защита в нападении против VII тира;34;Защита в нападении против IV тира 6;Защита в нападении против V тира 6;Защита в нападении против VI тира 6;;47000000
secreto_24;Защита в нападении против VII тира;9;245000;2150000;8080;0;4,50%;Защита в нападении против VII тира;35;Защита в нападении против IV тира 7;Защита в нападении против V тира 7;Защита в нападении против VI тира 7;;110000000
secreto_24;Защита в нападении против VII тира;10;365000;3100000;11999;0;5,00%;Защита в нападении против VII тира;35;Защита в нападении против IV тира 10;Защита в нападении против V тира 10;Защита в нападении против VI тира 10;;240000000
secreto_25;Защита пехоты;1;10500;570000;342;0;1,00%;Защита пехоты;31;Защита в нападении против VII тира 1;;;;160000
secreto_25;Защита пехоты;2;15500;710000;508;0;8,00%;Защита пехоты;31;Защита в нападении против VII тира 1;;;;355000
secreto_25;Защита пехоты;3;23000;850000;754;0;15,00%;Защита пехоты;32;Защита в нападении против VII тира 2;;;;800000
secreto_25;Защита пехоты;4;34000;990000;1119;0;23,00%;Защита пехоты;32;Защита в нападении против VII тира 3;;;;1850000
secreto_25;Защита пехоты;5;50000;1150000;1662;0;32,00%;Защита пехоты;33;Защита в нападении против VII тира 4;;;;4100000
secreto_25;Защита пехоты;6;74500;1300000;2468;0;42,00%;Защита пехоты;33;Защита в нападении против VII тира 4;;;;9200000
secreto_25;Защита пехоты;7;115000;1450000;3665;0;53,00%;Защита пехоты;34;Защита в нападении против VII тира 5;;;;21000000
secreto_25;Защита пехоты;8;165000;1700000;5442;0;67,00%;Защита пехоты;34;Защита в нападении против VII тира 6;;;;47000000
secreto_25;Защита пехоты;9;245000;2150000;8080;0;82,00%;Защита пехоты;35;Защита в нападении против VII тира 7;;;;110000000
secreto_25;Защита пехоты;10;365000;3100000;11999;0;100,00%;Защита пехоты;35;Защита в нападении против VII тира 10;;;;240000000
secreto_26;Лимит обучения;1;10500;570000;342;0;1,00%;Лимит обучения;31;Защита в нападении против VII тира 1;;;;160000
secreto_26;Лимит обучения;2;15500;710000;508;0;2,00%;Лимит обучения;31;Защита в нападении против VII тира 1;;;;355000
secreto_26;Лимит обучения;3;23000;850000;754;0;3,00%;Лимит обучения;32;Защита в нападении против VII тира 2;;;;800000
secreto_26;Лимит обучения;4;34000;990000;1119;0;5,00%;Лимит обучения;32;Защита в нападении против VII тира 3;;;;1850000
secreto_26;Лимит обучения;5;50000;1150000;1662;0;7,00%;Лимит обучения;33;Защита в нападении против VII тира 4;;;;4100000
secreto_26;Лимит обучения;6;74500;1300000;2468;0;10,00%;Лимит обучения;33;Защита в нападении против VII тира 4;;;;9200000
secreto_26;Лимит обучения;7;115000;1450000;3665;0;13,00%;Лимит обучения;34;Защита в нападении против VII тира 5;;;;21000000
secreto_26;Лимит обучения;8;165000;1700000;5442;0;16,00%;Лимит обучения;34;Защита в нападении против VII тира 6;;;;47000000
secreto_26;Лимит обучения;9;245000;2150000;8080;0;20,00%;Лимит обучения;35;Защита в нападении против VII тира 7;;;;110000000
secreto_26;Лимит обучения;10;365000;3100000;11999;0;25,00%;Лимит обучения;35;Защита в нападении против VII тира 10;;;;240000000
secreto_27;Защита убийц;1;10500;570000;342;0;1,00%;Защита убийц;31;Защита в нападении против VII тира 1;;;;160000
secreto_27;Защита убийц;2;15500;710000;508;0;8,00%;Защита убийц;31;Защита в нападении против VII тира 1;;;;355000
secreto_27;Защита убийц;3;23000;850000;754;0;15,00%;Защита убийц;32;Защита в нападении против VII тира 2;;;;800000
secreto_27;Защита убийц;4;34000;990000;1119;0;23,00%;Защита убийц;32;Защита в нападении против VII тира 3;;;;1850000
secreto_27;Защита убийц;5;50000;1150000;1662;0;32,00%;Защита убийц;33;Защита в нападении против VII тира 4;;;;4100000
secreto_27;Защита убийц;6;74500;1300000;2468;0;42,00%;Защита убийц;33;Защита в нападении против VII тира 4;;;;9200000
secreto_27;Защита убийц;7;115000;1450000;3665;0;53,00%;Защита убийц;34;Защита в нападении против VII тира 5;;;;21000000
secreto_27;Защита убийц;8;165000;1700000;5442;0;67,00%;Защита убийц;34;Защита в нападении против VII тира 6;;;;47000000
secreto_27;Защита убийц;9;245000;2150000;8080;0;82,00%;Защита убийц;35;Защита в нападении против VII тира 7;;;;110000000
secreto_27;Защита убийц;10;365000;3100000;11999;0;100,00%;Защита убийц;35;Защита в нападении против VII тира 10;;;;240000000
secreto_28;Количество воинов в подкреплениях II;1;6300;370000;312;0;1,00%;Количество воинов в подкреплениях II;31;Защита пехоты 1;Лимит обучения 1;Защита убийц 1;;130000
secreto_28;Количество воинов в подкреплениях II;2;9400;490000;464;0;5,00%;Количество воинов в подкреплениях II;31;Защита пехоты 1;Лимит обучения 1;Защита убийц 1;;295000
secreto_28;Количество воинов в подкреплениях II;3;14000;610000;689;0;9,00%;Количество воинов в подкреплениях II;32;Защита пехоты 2;Лимит обучения 2;Защита убийц 2;;665000
secreto_28;Количество воинов в подкреплениях II;4;21000;730000;1022;0;14,00%;Количество воинов в подкреплениях II;32;Защита пехоты 3;Лимит обучения 3;Защита убийц 3;;1500000
secreto_28;Количество воинов в подкреплениях II;5;31000;845000;1518;0;19,00%;Количество воинов в подкреплениях II;33;Защита пехоты 4;Лимит обучения 4;Защита убийц 4;;3400000
secreto_28;Количество воинов в подкреплениях II;6;45500;970000;2254;0;25,00%;Количество воинов в подкреплениях II;33;Защита пехоты 4;Лимит обучения 4;Защита убийц 4;;7650000
secreto_28;Количество воинов в подкреплениях II;7;68000;1150000;3346;0;32,00%;Количество воинов в подкреплениях II;34;Защита пехоты 5;Лимит обучения 5;Защита убийц 5;;17500000
secreto_28;Количество воинов в подкреплениях II;8;105000;1350000;4969;0;40,00%;Количество воинов в подкреплениях II;34;Защита пехоты 6;Лимит обучения 6;Защита убийц 6;;39000000
secreto_28;Количество воинов в подкреплениях II;9;150000;1700000;7379;0;49,00%;Количество воинов в подкреплениях II;35;Защита пехоты 7;Лимит обучения 7;Защита убийц 7;;88000000
secreto_28;Количество воинов в подкреплениях II;10;225000;2500000;10958;0;60,00%;Количество воинов в подкреплениях II;35;Защита пехоты 10;Лимит обучения 10;Защита убийц 10;;200000000
secreto_29;Урон пехоты;1;10500;570000;342;0;1,00%;Урон пехоты;31;Количество воинов в подкреплениях II 1;;;;160000
secreto_29;Урон пехоты;2;15500;710000;508;0;8,00%;Урон пехоты;31;Количество воинов в подкреплениях II 1;;;;355000
secreto_29;Урон пехоты;3;23000;850000;754;0;15,00%;Урон пехоты;32;Количество воинов в подкреплениях II 2;;;;800000
secreto_29;Урон пехоты;4;34000;990000;1119;0;23,00%;Урон пехоты;32;Количество воинов в подкреплениях II 3;;;;1850000
secreto_29;Урон пехоты;5;50000;1150000;1662;0;32,00%;Урон пехоты;33;Количество воинов в подкреплениях II 4;;;;4100000
secreto_29;Урон пехоты;6;74500;1300000;2468;0;42,00%;Урон пехоты;33;Количество воинов в подкреплениях II 4;;;;9200000
secreto_29;Урон пехоты;7;115000;1450000;3665;0;53,00%;Урон пехоты;34;Количество воинов в подкреплениях II 5;;;;21000000
secreto_29;Урон пехоты;8;165000;1700000;5442;0;67,00%;Урон пехоты;34;Количество воинов в подкреплениях II 6;;;;47000000
secreto_29;Урон пехоты;9;245000;2150000;8080;0;82,00%;Урон пехоты;35;Количество воинов в подкреплениях II 7;;;;110000000
secreto_29;Урон пехоты;10;365000;3100000;11999;0;100,00%;Урон пехоты;35;Количество воинов в подкреплениях II 10;;;;240000000
secreto_30;Грузоподъемность II;1;6300;370000;312;0;1,00%;Грузоподъемность II;31;Количество воинов в подкреплениях II 1;;;;160000
secreto_30;Грузоподъемность II;2;9400;475000;464;0;8,00%;Грузоподъемность II;31;Количество воинов в подкреплениях II 1;;;;355000
secreto_30;Грузоподъемность II;3;14000;575000;689;0;15,00%;Грузоподъемность II;32;Количество воинов в подкреплениях II 2;;;;800000
secreto_30;Грузоподъемность II;4;21000;680000;1022;0;23,00%;Грузоподъемность II;32;Количество воинов в подкреплениях II 3;;;;1850000
secreto_30;Грузоподъемность II;5;31000;780000;1518;0;32,00%;Грузоподъемность II;33;Количество воинов в подкреплениях II 4;;;;4100000
secreto_30;Грузоподъемность II;6;45500;885000;2254;0;42,00%;Грузоподъемность II;33;Количество воинов в подкреплениях II 4;;;;9200000
secreto_30;Грузоподъемность II;7;68000;1050000;3346;0;53,00%;Грузоподъемность II;34;Количество воинов в подкреплениях II 5;;;;21000000
secreto_30;Грузоподъемность II;8;105000;1200000;4969;0;67,00%;Грузоподъемность II;34;Количество воинов в подкреплениях II 6;;;;47000000
secreto_30;Грузоподъемность II;9;150000;1550000;7379;0;82,00%;Грузоподъемность II;35;Количество воинов в подкреплениях II 7;;;;110000000
secreto_30;Грузоподъемность II;10;225000;2200000;10958;0;100,00%;Грузоподъемность II;35;Количество воинов в подкреплениях II 10;;;;240000000
secreto_31;Урон убийц;1;10500;570000;342;0;1,00%;Урон убийц;31;Количество воинов в подкреплениях II 1;;;;160000
secreto_31;Урон убийц;2;15500;710000;508;0;8,00%;Урон убийц;31;Количество воинов в подкреплениях II 1;;;;355000
secreto_31;Урон убийц;3;23000;850000;754;0;15,00%;Урон убийц;32;Количество воинов в подкреплениях II 2;;;;800000
secreto_31;Урон убийц;4;34000;990000;1119;0;23,00%;Урон убийц;32;Количество воинов в подкреплениях II 3;;;;1850000
secreto_31;Урон убийц;5;50000;1150000;1662;0;32,00%;Урон убийц;33;Количество воинов в подкреплениях II 4;;;;4100000
secreto_31;Урон убийц;6;74500;1300000;2468;0;42,00%;Урон убийц;33;Количество воинов в подкреплениях II 4;;;;9200000
secreto_31;Урон убийц;7;115000;1450000;3665;0;53,00%;Урон убийц;34;Количество воинов в подкреплениях II 5;;;;21000000
secreto_31;Урон убийц;8;165000;1700000;5442;0;67,00%;Урон убийц;34;Количество воинов в подкреплениях II 6;;;;47000000
secreto_31;Урон убийц;9;245000;2150000;8080;0;82,00%;Урон убийц;35;Количество воинов в подкреплениях II 7;;;;110000000
secreto_31;Урон убийц;10;365000;3100000;11999;0;100,00%;Урон убийц;35;Количество воинов в подкреплениях II 10;;;;240000000
secreto_32;Скорость войск подкрепления II;1;6300;370000;312;0;1,00%;Скорость войск подкрепления II;31;Урон пехоты 1;Грузоподъемность II 1;Урон убийц 1;;160000
secreto_32;Скорость войск подкрепления II;2;9400;475000;464;0;4,00%;Скорость войск подкрепления II;31;Урон пехоты 1;Грузоподъемность II 1;Урон убийц 1;;355000
secreto_32;Скорость войск подкрепления II;3;14000;575000;689;0;8,00%;Скорость войск подкрепления II;32;Урон пехоты 2;Грузоподъемность II 2;Урон убийц 2;;800000
secreto_32;Скорость войск подкрепления II;4;21000;680000;1022;0;12,00%;Скорость войск подкрепления II;32;Урон пехоты 3;Грузоподъемность II 3;Урон убийц 3;;1850000
secreto_32;Скорость войск подкрепления II;5;31000;780000;1518;0;16,00%;Скорость войск подкрепления II;33;Урон пехоты 4;Грузоподъемность II 4;Урон убийц 4;;4100000
secreto_32;Скорость войск подкрепления II;6;45500;885000;2254;0;21,00%;Скорость войск подкрепления II;33;Урон пехоты 4;Грузоподъемность II 4;Урон убийц 4;;9200000
secreto_32;Скорость войск подкрепления II;7;68000;1050000;3346;0;27,00%;Скорость войск подкрепления II;34;Урон пехоты 5;Грузоподъемность II 5;Урон убийц 5;;21000000
secreto_32;Скорость войск подкрепления II;8;105000;1200000;4969;0;33,00%;Скорость войск подкрепления II;34;Урон пехоты 6;Грузоподъемность II 6;Урон убийц 6;;47000000
secreto_32;Скорость войск подкрепления II;9;150000;1550000;7379;0;41,00%;Скорость войск подкрепления II;35;Урон пехоты 7;Грузоподъемность II 7;Урон убийц 7;;110000000
secreto_32;Скорость войск подкрепления II;10;225000;2200000;10958;0;50,00%;Скорость войск подкрепления II;35;Урон пехоты 10;Грузоподъемность II 10;Урон убийц 10;;240000000
secreto_33;Здоровье в нападении против I тира;1;10500;570000;342;0;1,00%;Здоровье в нападении против I тира;31;Скорость войск подкрепления II 1;;;;160000
secreto_33;Здоровье в нападении против I тира;2;15500;710000;508;0;2,00%;Здоровье в нападении против I тира;31;Скорость войск подкрепления II 1;;;;355000
secreto_33;Здоровье в нападении против I тира;3;23000;850000;754;0;3,00%;Здоровье в нападении против I тира;32;Скорость войск подкрепления II 2;;;;800000
secreto_33;Здоровье в нападении против I тира;4;34000;990000;1119;0;4,00%;Здоровье в нападении против I тира;32;Скорость войск подкрепления II 3;;;;1850000
secreto_33;Здоровье в нападении против I тира;5;50000;1150000;1662;0;5,00%;Здоровье в нападении против I тира;33;Скорость войск подкрепления II 4;;;;4100000
secreto_33;Здоровье в нападении против I тира;6;74500;1300000;2468;0;6,00%;Здоровье в нападении против I тира;33;Скорость войск подкрепления II 4;;;;9200000
secreto_33;Здоровье в нападении против I тира;7;115000;1450000;3665;0;7,00%;Здоровье в нападении против I тира;34;Скорость войск подкрепления II 5;;;;21000000
secreto_33;Здоровье в нападении против I тира;8;165000;1700000;5442;0;8,00%;Здоровье в нападении против I тира;34;Скорость войск подкрепления II 6;;;;47000000
secreto_33;Здоровье в нападении против I тира;9;245000;2150000;8080;0;9,00%;Здоровье в нападении против I тира;35;Скорость войск подкрепления II 7;;;;110000000
secreto_33;Здоровье в нападении против I тира;10;365000;3100000;11999;0;10,00%;Здоровье в нападении против I тира;35;Скорость войск подкрепления II 10;;;;240000000
secreto_34;Здоровье в нападении против II тира;1;10500;570000;342;0;0,50%;Здоровье в нападении против II тира;31;Скорость войск подкрепления II 1;;;;160000
secreto_34;Здоровье в нападении против II тира;2;15500;710000;508;0;1,00%;Здоровье в нападении против II тира;31;Скорость войск подкрепления II 1;;;;355000
secreto_34;Здоровье в нападении против II тира;3;23000;850000;754;0;1,50%;Здоровье в нападении против II тира;32;Скорость войск подкрепления II 2;;;;800000
secreto_34;Здоровье в нападении против II тира;4;34000;990000;1119;0;2,00%;Здоровье в нападении против II тира;32;Скорость войск подкрепления II 3;;;;1850000
secreto_34;Здоровье в нападении против II тира;5;50000;1150000;1662;0;2,50%;Здоровье в нападении против II тира;33;Скорость войск подкрепления II 4;;;;4100000
secreto_34;Здоровье в нападении против II тира;6;74500;1300000;2468;0;3,00%;Здоровье в нападении против II тира;33;Скорость войск подкрепления II 4;;;;9200000
secreto_34;Здоровье в нападении против II тира;7;115000;1450000;3665;0;4,00%;Здоровье в нападении против II тира;34;Скорость войск подкрепления II 5;;;;21000000
secreto_34;Здоровье в нападении против II тира;8;165000;1700000;5442;0;5,00%;Здоровье в нападении против II тира;34;Скорость войск подкрепления II 6;;;;47000000
secreto_34;Здоровье в нападении против II тира;9;245000;2150000;8080;0;6,50%;Здоровье в нападении против II тира;35;Скорость войск подкрепления II 7;;;;110000000
secreto_34;Здоровье в нападении против II тира;10;365000;3100000;11999;0;8,00%;Здоровье в нападении против II тира;35;Скорость войск подкрепления II 10;;;;240000000
secreto_35;Здоровье в нападении против III тира;1;10500;570000;342;0;0,50%;Здоровье в нападении против III тира;31;Скорость войск подкрепления II 1;;;;160000
secreto_35;Здоровье в нападении против III тира;2;15500;710000;508;0;1,00%;Здоровье в нападении против III тира;31;Скорость войск подкрепления II 1;;;;355000
secreto_35;Здоровье в нападении против III тира;3;23000;850000;754;0;1,50%;Здоровье в нападении против III тира;32;Скорость войск подкрепления II 2;;;;800000
secreto_35;Здоровье в нападении против III тира;4;34000;990000;1119;0;2,00%;Здоровье в нападении против III тира;32;Скорость войск подкрепления II 3;;;;1850000
secreto_35;Здоровье в нападении против III тира;5;50000;1150000;1662;0;2,50%;Здоровье в нападении против III тира;33;Скорость войск подкрепления II 4;;;;4100000
secreto_35;Здоровье в нападении против III тира;6;74500;1300000;2468;0;3,00%;Здоровье в нападении против III тира;33;Скорость войск подкрепления II 4;;;;9200000
secreto_35;Здоровье в нападении против III тира;7;115000;1450000;3665;0;4,00%;Здоровье в нападении против III тира;34;Скорость войск подкрепления II 5;;;;21000000
secreto_35;Здоровье в нападении против III тира;8;165000;1700000;5442;0;5,00%;Здоровье в нападении против III тира;34;Скорость войск подкрепления II 6;;;;47000000
secreto_35;Здоровье в нападении против III тира;9;245000;2150000;8080;0;6,50%;Здоровье в нападении против III тира;35;Скорость войск подкрепления II 7;;;;110000000
secreto_35;Здоровье в нападении против III тира;10;365000;3100000;11999;0;8,00%;Здоровье в нападении против III тира;35;Скорость войск подкрепления II 10;;;;240000000
secreto_36;Количество воинов в походе;1;12000;685000;643;0;1,00%;Количество воинов в походе;31;Здоровье в нападении против I тира 1;Здоровье в нападении против II тира 1;Здоровье в нападении против III тира 1;;160000
secreto_36;Количество воинов в походе;2;17500;855000;955;0;2,00%;Количество воинов в походе;31;Здоровье в нападении против I тира 1;Здоровье в нападении против II тира 1;Здоровье в нападении против III тира 1;;355000
secreto_36;Количество воинов в походе;3;25500;1050000;1418;0;3,00%;Количество воинов в походе;32;Здоровье в нападении против I тира 2;Здоровье в нападении против II тира 2;Здоровье в нападении против III тира 2;;800000
secreto_36;Количество воинов в походе;4;38000;1200000;2105;0;4,00%;Количество воинов в походе;32;Здоровье в нападении против I тира 3;Здоровье в нападении против II тира 3;Здоровье в нападении против III тира 3;;1850000
secreto_36;Количество воинов в походе;5;56500;1400000;3126;0;5,00%;Количество воинов в походе;33;Здоровье в нападении против I тира 4;Здоровье в нападении против II тира 4;Здоровье в нападении против III тира 4;;4100000
secreto_36;Количество воинов в походе;6;83500;1550000;4641;0;6,00%;Количество воинов в походе;33;Здоровье в нападении против I тира 4;Здоровье в нападении против II тира 4;Здоровье в нападении против III тира 4;;9200000
secreto_36;Количество воинов в походе;7;125000;1750000;6892;0;7,00%;Количество воинов в походе;34;Здоровье в нападении против I тира 5;Здоровье в нападении против II тира 5;Здоровье в нападении против III тира 5;;21000000
secreto_36;Количество воинов в походе;8;185000;2050000;10235;0;8,00%;Количество воинов в походе;34;Здоровье в нападении против I тира 6;Здоровье в нападении против II тира 6;Здоровье в нападении против III тира 6;;47000000
secreto_36;Количество воинов в походе;9;275000;2550000;15199;0;9,00%;Количество воинов в походе;35;Здоровье в нападении против I тира 7;Здоровье в нападении против II тира 7;Здоровье в нападении против III тира 7;;110000000
secreto_36;Количество воинов в походе;10;410000;3750000;22570;0;10,00%;Количество воинов в походе;35;Здоровье в нападении против I тира 10;Здоровье в нападении против II тира 10;Здоровье в нападении против III тира 10;;240000000
secreto_37;Здоровье в нападении против IV тира;1;10500;570000;342;0;0,50%;Здоровье в нападении против IV тира;31;Количество воинов в походе 1;;;;160000
secreto_37;Здоровье в нападении против IV тира;2;15500;710000;508;0;1,00%;Здоровье в нападении против IV тира;31;Количество воинов в походе 1;;;;355000
secreto_37;Здоровье в нападении против IV тира;3;23000;850000;754;0;1,50%;Здоровье в нападении против IV тира;32;Количество воинов в походе 2;;;;800000
secreto_37;Здоровье в нападении против IV тира;4;34000;990000;1119;0;2,00%;Здоровье в нападении против IV тира;32;Количество воинов в походе 3;;;;1850000
secreto_37;Здоровье в нападении против IV тира;5;50000;1150000;1662;0;2,50%;Здоровье в нападении против IV тира;33;Количество воинов в походе 4;;;;4100000
secreto_37;Здоровье в нападении против IV тира;6;74500;1300000;2468;0;3,00%;Здоровье в нападении против IV тира;33;Количество воинов в походе 4;;;;9200000
secreto_37;Здоровье в нападении против IV тира;7;115000;1450000;3665;0;3,50%;Здоровье в нападении против IV тира;34;Количество воинов в походе 5;;;;21000000
secreto_37;Здоровье в нападении против IV тира;8;165000;1700000;5442;0;4,00%;Здоровье в нападении против IV тира;34;Количество воинов в походе 6;;;;47000000
secreto_37;Здоровье в нападении против IV тира;9;245000;2150000;8080;0;4,50%;Здоровье в нападении против IV тира;35;Количество воинов в походе 7;;;;110000000
secreto_37;Здоровье в нападении против IV тира;10;365000;3100000;11999;0;5,00%;Здоровье в нападении против IV тира;35;Количество воинов в походе 10;;;;240000000
secreto_38;Здоровье в нападении против V тира;1;10500;570000;342;0;0,50%;Здоровье в нападении против V тира;31;Количество воинов в походе 1;;;;160000
secreto_38;Здоровье в нападении против V тира;2;15500;710000;508;0;1,00%;Здоровье в нападении против V тира;31;Количество воинов в походе 1;;;;355000
secreto_38;Здоровье в нападении против V тира;3;23000;850000;754;0;1,50%;Здоровье в нападении против V тира;32;Количество воинов в походе 2;;;;800000
