slug;name;level;soul_shard;gold;time_days;time_seconds;effect_value;effect_name;oracle;req1;req2;req3;req4;inf
secretf_19;Защита против III тира в Крепостях;7;115000;1450000;3665;0;4,00%;Защита против III тира в Крепостях;34;Защита отряда в Штурме 5;;;;21000000
secretf_19;Защита против III тира в Крепостях;8;165000;1700000;5442;0;5,00%;Защита против III тира в Крепостях;34;Защита отряда в Штурме 6;;;;47000000
secretf_19;Защита против III тира в Крепостях;9;245000;2150000;8080;0;6,50%;Защита против III тира в Крепостях;35;Защита отряда в Штурме 7;;;;110000000
secretf_19;Защита против III тира в Крепостях;10;365000;3100000;11999;0;8,00%;Защита против III тира в Крепостях;35;Защита отряда в Штурме 10;;;;240000000
secretf_20;Скорость войск подкрепления I;1;10500;370000;342;0;1,00%;Скорость войск подкрепления I;31;Защита против I тира в Крепостях 1;Защита против II тира в Крепостях 1;Защита против III тира в Крепостях 1;;160000
secretf_20;Скорость войск подкрепления I;2;15500;475000;508;0;4,00%;Скорость войск подкрепления I;31;Защита против I тира в Крепостях 1;Защита против II тира в Крепостях 1;Защита против III тира в Крепостях 1;;355000
secretf_20;Скорость войск подкрепления I;3;23000;575000;754;0;8,00%;Скорость войск подкрепления I;32;Защита против I тира в Крепостях 2;Защита против II тира в Крепостях 2;Защита против III тира в Крепостях 2;;800000
secretf_20;Скорость войск подкрепления I;4;34000;680000;1119;0;12,00%;Скорость войск подкрепления I;32;Защита против I тира в Крепостях 3;Защита против II тира в Крепостях 3;Защита против III тира в Крепостях 3;;1850000
secretf_20;Скорость войск подкрепления I;5;50000;780000;1662;0;16,00%;Скорость войск подкрепления I;33;Защита против I тира в Крепостях 4;Защита против II тира в Крепостях 4;Защита против III тира в Крепостях 4;;4100000
secretf_20;Скорость войск подкрепления I;6;74500;885000;2468;0;21,00%;Скорость войск подкрепления I;33;Защита против I тира в Крепостях 4;Защита против II тира в Крепостях 4;Защита против III тира в Крепостях 4;;9200000
secretf_20;Скорость войск подкрепления I;7;115000;1050000;3665;0;27,00%;Скорость войск подкрепления I;34;Защита против I тира в Крепостях 5;Защита против II тира в Крепостях 5;Защита против III тира в Крепостях 5;;21000000
secretf_20;Скорость войск подкрепления I;8;165000;1200000;5442;0;33,00%;Скорость войск подкрепления I;34;Защита против I тира в Крепостях 6;Защита против II тира в Крепостях 6;Защита против III тира в Крепостях 6;;47000000
secretf_20;Скорость войск подкрепления I;9;245000;1550000;8080;0;41,00%;Скорость войск подкрепления I;35;Защита против I тира в Крепостях 7;Защита против II тира в Крепостях 7;Защита против III тира в Крепостях 7;;110000000
secretf_20;Скорость войск подкрепления I;10;365000;2200000;11999;0;50,00%;Скорость войск подкрепления I;35;Защита против I тира в Крепостях 10;Защита против II тира в Крепостях 10;Защита против III тира в Крепостях 10;;240000000
secretf_21;Защита против IV тира в Крепостях;1;10500;570000;342;0;0,50%;Защита против IV тира в Крепостях;31;Скорость войск подкрепления I 1;;;;160000
secretf_21;Защита против IV тира в Крепостях;2;15500;710000;508;0;1,00%;Защита против IV тира в Крепостях;31;Скорость войск подкрепления I 1;;;;355000
secretf_21;Защита против IV тира в Крепостях;3;23000;850000;754;0;1,50%;Защита против IV тира в Крепостях;32;Скорость войск подкрепления I 2;;;;800000
secretf_21;Защита против IV тира в Крепостях;4;34000;990000;1119;0;2,00%;Защита против IV тира в Крепостях;32;Скорость войск подкрепления I 3;;;;1850000
secretf_21;Защита против IV тира в Крепостях;5;50000;1150000;1662;0;2,50%;Защита против IV тира в Крепостях;33;Скорость войск подкрепления I 4;;;;4100000
secretf_21;Защита против IV тира в Крепостях;6;74500;1300000;2468;0;3,00%;Защита против IV тира в Крепостях;33;Скорость войск подкрепления I 4;;;;9200000
secretf_21;Защита против IV тира в Крепостях;7;115000;1450000;3665;0;3,50%;Защита против IV тира в Крепостях;34;Скорость войск подкрепления I 5;;;;21000000
secretf_21;Защита против IV тира в Крепостях;8;165000;1700000;5442;0;4,00%;Защита против IV тира в Крепостях;34;Скорость войск подкрепления I 6;;;;47000000
secretf_21;Защита против IV тира в Крепостях;9;245000;2150000;8080;0;4,50%;Защита против IV тира в Крепостях;35;Скорость войск подкрепления I 7;;;;110000000
secretf_21;Защита против IV тира в Крепостях;10;365000;3100000;11999;0;5,00%;Защита против IV тира в Крепостях;35;Скорость войск подкрепления I 10;;;;240000000
secretf_22;Защита против V тира в Крепостях;1;10500;570000;342;0;0,50%;Защита против V тира в Крепостях;31;Скорость войск подкрепления I 1;;;;160000
secretf_22;Защита против V тира в Крепостях;2;15500;710000;508;0;1,00%;Защита против V тира в Крепостях;31;Скорость войск подкрепления I 1;;;;355000
secretf_22;Защита против V тира в Крепостях;3;23000;850000;754;0;1,50%;Защита против V тира в Крепостях;32;Скорость войск подкрепления I 2;;;;800000
secretf_22;Защита против V тира в Крепостях;4;34000;990000;1119;0;2,00%;Защита против V тира в Крепостях;32;Скорость войск подкрепления I 3;;;;1850000
secretf_22;Защита против V тира в Крепостях;5;50000;1150000;1662;0;2,50%;Защита против V тира в Крепостях;33;Скорость войск подкрепления I 4;;;;4100000
secretf_22;Защита против V тира в Крепостях;6;74500;1300000;2468;0;3,00%;Защита против V тира в Крепостях;33;Скорость войск подкрепления I 4;;;;9200000
secretf_22;Защита против V тира в Крепостях;7;115000;1450000;3665;0;3,50%;Защита против V тира в Крепостях;34;Скорость войск подкрепления I 5;;;;21000000
secretf_22;Защита против V тира в Крепостях;8;165000;1700000;5442;0;4,00%;Защита против V тира в Крепостях;34;Скорость войск подкрепления I 6;;;;47000000
secretf_22;Защита против V тира в Крепостях;9;245000;2150000;8080;0;4,50%;Защита против V тира в Крепостях;35;Скорость войск подкрепления I 7;;;;110000000
secretf_22;Защита против V тира в Крепостях;10;365000;3100000;11999;0;5,00%;Защита против V тира в Крепостях;35;Скорость войск подкрепления I 10;;;;240000000
secretf_23;Защита против VI тира в Крепостях;1;10500;570000;342;0;0,50%;Защита против VI тира в Крепостях;31;Скорость войск подкрепления I 1;;;;160000
secretf_23;Защита против VI тира в Крепостях;2;15500;710000;508;0;1,00%;Защита против VI тира в Крепостях;31;Скорость войск подкрепления I 1;;;;355000
secretf_23;Защита против VI тира в Крепостях;3;23000;850000;754;0;1,50%;Защита против VI тира в Крепостях;32;Скорость войск подкрепления I 2;;;;800000
secretf_23;Защита против VI тира в Крепостях;4;34000;990000;1119;0;2,00%;Защита против VI тира в Крепостях;32;Скорость войск подкрепления I 3;;;;1850000
secretf_23;Защита против VI тира в Крепостях;5;50000;1150000;1662;0;2,50%;Защита против VI тира в Крепостях;33;Скорость войск подкрепления I 4;;;;4100000
secretf_23;Защита против VI тира в Крепостях;6;74500;1300000;2468;0;3,00%;Защита против VI тира в Крепостях;33;Скорость войск подкрепления I 4;;;;9200000
secretf_23;Защита против VI тира в Крепостях;7;115000;1450000;3665;0;3,50%;Защита против VI тира в Крепостях;34;Скорость войск подкрепления I 5;;;;21000000
secretf_23;Защита против VI тира в Крепостях;8;165000;1700000;5442;0;4,00%;Защита против VI тира в Крепостях;34;Скорость войск подкрепления I 6;;;;47000000
secretf_23;Защита против VI тира в Крепостях;9;245000;2150000;8080;0;4,50%;Защита против VI тира в Крепостях;35;Скорость войск подкрепления I 7;;;;110000000
secretf_23;Защита против VI тира в Крепостях;10;365000;3100000;11999;0;5,00%;Защита против VI тира в Крепостях;35;Скорость войск подкрепления I 10;;;;240000000
secretf_24;Защита против VII тира в Крепостях;1;10500;570000;342;0;0,50%;Защита против VII тира в Крепостях;31;Защита против IV тира в Крепостях 1;Защита против V тира в Крепостях 1;Защита против VI тира в Крепостях 1;;160000
secretf_24;Защита против VII тира в Крепостях;2;15500;710000;508;0;1,00%;Защита против VII тира в Крепостях;31;Защита против IV тира в Крепостях 1;Защита против V тира в Крепостях 1;Защита против VI тира в Крепостях 1;;355000
secretf_24;Защита против VII тира в Крепостях;3;23000;850000;754;0;1,50%;Защита против VII тира в Крепостях;32;Защита против IV тира в Крепостях 2;Защита против V тира в Крепостях 2;Защита против VI тира в Крепостях 2;;800000
secretf_24;Защита против VII тира в Крепостях;4;34000;990000;1119;0;2,00%;Защита против VII тира в Крепостях;32;Защита против IV тира в Крепостях 3;Защита против V тира в Крепостях 3;Защита против VI тира в Крепостях 3;;1850000
secretf_24;Защита против VII тира в Крепостях;5;50000;1150000;1662;0;2,50%;Защита против VII тира в Крепостях;33;Защита против IV тира в Крепостях 4;Защита против V тира в Крепостях 4;Защита против VI тира в Крепостях 4;;4100000
secretf_24;Защита против VII тира в Крепостях;6;74500;1300000;2468;0;3,00%;Защита против VII тира в Крепостях;33;Защита против IV тира в Крепостях 4;Защита против V тира в Крепостях 4;Защита против VI тира в Крепостях 4;;9200000
secretf_24;Защита против VII тира в Крепостях;7;115000;1450000;3665;0;3,50%;Защита против VII тира в Крепостях;34;Защита против IV тира в Крепостях 5;Защита против V тира в Крепостях 5;Защита против VI тира в Крепостях 5;;21000000
secretf_24;Защита против VII тира в Крепостях;8;165000;1700000;5442;0;4,00%;Защита против VII тира в Крепостях;34;Защита против IV тира в Крепостях 6;Защита против V тира в Крепостях 6;Защита против VI тира в Крепостях 6;;47000000
secretf_24;Защита против VII тира в Крепостях;9;245000;2150000;8080;0;4,50%;Защита против VII тира в Крепостях;35;Защита против IV тира в Крепостях 7;Защита против V тира в Крепостях 7;Защита против VI тира в Крепостях 7;;110000000
secretf_24;Защита против VII тира в Крепостях;10;365000;3100000;11999;0;5,00%;Защита против VII тира в Крепостях;35;Защита против IV тира в Крепостях 10;Защита против V тира в Крепостях 10;Защита против VI тира в Крепостях 10;;240000000
secretf_25;Защита осадных войск;1;10500;570000;342;0;1,00%;Защита осадных войск;31;Защита против VII тира в Крепостях 1;;;;160000
secretf_25;Защита осадных войск;2;15500;710000;508;0;8,00%;Защита осадных войск;31;Защита против VII тира в Крепостях 4;;;;355000
secretf_25;Защита осадных войск;3;23000;850000;754;0;15,00%;Защита осадных войск;32;Защита против VII тира в Крепостях 2;;;;800000
secretf_25;Защита осадных войск;4;34000;990000;1119;0;23,00%;Защита осадных войск;32;Защита против VII тира в Крепостях 3;;;;1850000
secretf_25;Защита осадных войск;5;50000;1150000;1662;0;32,00%;Защита осадных войск;33;Защита против VII тира в Крепостях 4;;;;4100000
secretf_25;Защита осадных войск;6;74500;1300000;2468;0;42,00%;Защита осадных войск;33;Защита против VII тира в Крепостях 4;;;;9200000
secretf_25;Защита осадных войск;7;115000;1450000;3665;0;53,00%;Защита осадных войск;34;Защита против VII тира в Крепостях 5;;;;21000000
secretf_25;Защита осадных войск;8;165000;1700000;5442;0;67,00%;Защита осадных войск;34;Защита против VII тира в Крепостях 6;;;;47000000
secretf_25;Защита осадных войск;9;245000;2150000;8080;0;82,00%;Защита осадных войск;35;Защита против VII тира в Крепостях 7;;;;110000000
secretf_25;Защита осадных войск;10;365000;3100000;11999;0;100,00%;Защита осадных войск;35;Защита против VII тира в Крепостях 10;;;;240000000
secretf_26;Лимит обучения;1;10500;570000;342;0;1,00%;Лимит обучения;31;Защита против VII тира в Крепостях 1;;;;160000
secretf_26;Лимит обучения;2;15500;710000;508;0;2,00%;Лимит обучения;31;Защита против VII тира в Крепостях 4;;;;355000
secretf_26;Лимит обучения;3;23000;850000;754;0;3,00%;Лимит обучения;32;Защита против VII тира в Крепостях 2;;;;800000
secretf_26;Лимит обучения;4;34000;990000;1119;0;5,00%;Лимит обучения;32;Защита против VII тира в Крепостях 3;;;;1850000
secretf_26;Лимит обучения;5;50000;1150000;1662;0;7,00%;Лимит обучения;33;Защита против VII тира в Крепостях 4;;;;4100000
secretf_26;Лимит обучения;6;74500;1300000;2468;0;10,00%;Лимит обучения;33;Защита против VII тира в Крепостях 4;;;;9200000
secretf_26;Лимит обучения;7;115000;1450000;3665;0;13,00%;Лимит обучения;34;Защита против VII тира в Крепостях 5;;;;21000000
secretf_26;Лимит обучения;8;165000;1700000;5442;0;16,00%;Лимит обучения;34;Защита против VII тира в Крепостях 6;;;;47000000
secretf_26;Лимит обучения;9;245000;2150000;8080;0;20,00%;Лимит обучения;35;Защита против VII тира в Крепостях 7;;;;110000000
secretf_26;Лимит обучения;10;365000;3100000;11999;0;25,00%;Лимит обучения;35;Защита против VII тира в Крепостях 10;;;;240000000
secretf_27;Защита шпионов;1;10500;570000;342;0;1,00%;Защита шпионов;31;Защита против VII тира в Крепостях 1;;;;160000
secretf_27;Защита шпионов;2;15500;710000;508;0;8,00%;Защита шпионов;31;Защита против VII тира в Крепостях 4;;;;355000
secretf_27;Защита шпионов;3;23000;850000;754;0;15,00%;Защита шпионов;32;Защита против VII тира в Крепостях 2;;;;800000
secretf_27;Защита шпионов;4;34000;990000;1119;0;23,00%;Защита шпионов;32;Защита против VII тира в Крепостях 3;;;;1850000
secretf_27;Защита шпионов;5;50000;1150000;1662;0;32,00%;Защита шпионов;33;Защита против VII тира в Крепостях 4;;;;4100000
secretf_27;Защита шпионов;6;74500;1300000;2468;0;42,00%;Защита шпионов;33;Защита против VII тира в Крепостях 4;;;;9200000
secretf_27;Защита шпионов;7;115000;1450000;3665;0;53,00%;Защита шпионов;34;Защита против VII тира в Крепостях 5;;;;21000000
secretf_27;Защита шпионов;8;165000;1700000;5442;0;67,00%;Защита шпионов;34;Защита против VII тира в Крепостях 6;;;;47000000
secretf_27;Защита шпионов;9;245000;2150000;8080;0;82,00%;Защита шпионов;35;Защита против VII тира в Крепостях 7;;;;110000000
secretf_27;Защита шпионов;10;365000;3100000;11999;0;100,00%;Защита шпионов;35;Защита против VII тира в Крепостях 10;;;;240000000
secretf_28;Количество воинов в подкреплениях II;1;6300;370000;312;0;1,00%;Количество воинов в подкреплениях II;31;Защита осадных войск 1;Лимит обучения 1;Защита шпионов 1;;130000
secretf_28;Количество воинов в подкреплениях II;2;9400;490000;464;0;5,00%;Количество воинов в подкреплениях II;31;Защита осадных войск 1;Лимит обучения 1;Защита шпионов 1;;295000
secretf_28;Количество воинов в подкреплениях II;3;14000;610000;689;0;9,00%;Количество воинов в подкреплениях II;32;Защита осадных войск 2;Лимит обучения 2;Защита шпионов 2;;665000
secretf_28;Количество воинов в подкреплениях II;4;21000;730000;1022;0;14,00%;Количество воинов в подкреплениях II;32;Защита осадных войск 3;Лимит обучения 3;Защита шпионов 3;;1500000
secretf_28;Количество воинов в подкреплениях II;5;31000;845000;1518;0;19,00%;Количество воинов в подкреплениях II;33;Защита осадных войск 4;Лимит обучения 4;Защита шпионов 4;;3400000
secretf_28;Количество воинов в подкреплениях II;6;45500;970000;2254;0;25,00%;Количество воинов в подкреплениях II;33;Защита осадных войск 4;Лимит обучения 4;Защита шпионов 4;;7650000
secretf_28;Количество воинов в подкреплениях II;7;68000;1150000;3346;0;32,00%;Количество воинов в подкреплениях II;34;Защита осадных войск 5;Лимит обучения 5;Защита шпионов 5;;17500000
secretf_28;Количество воинов в подкреплениях II;8;105000;1350000;4969;0;40,00%;Количество воинов в подкреплениях II;34;Защита осадных войск 6;Лимит обучения 6;Защита шпионов 6;;39000000
secretf_28;Количество воинов в подкреплениях II;9;150000;1700000;7379;0;49,00%;Количество воинов в подкреплениях II;35;Защита осадных войск 7;Лимит обучения 7;Защита шпионов 7;;88000000
secretf_28;Количество воинов в подкреплениях II;10;225000;2500000;10958;0;60,00%;Количество воинов в подкреплениях II;35;Защита осадных войск 10;Лимит обучения 10;Защита шпионов 10;;200000000
secretf_29;Урон осадных войск;1;10500;570000;342;0;1,00%;Урон осадных войск;31;Количество воинов в подкреплениях II 1;;;;160000
secretf_29;Урон осадных войск;2;15500;710000;508;0;8,00%;Урон осадных войск;31;Количество воинов в подкреплениях II 1;;;;355000
secretf_29;Урон осадных войск;3;23000;850000;754;0;15,00%;Урон осадных войск;32;Количество воинов в подкреплениях II 2;;;;800000
secretf_29;Урон осадных войск;4;34000;990000;1119;0;23,00%;Урон осадных войск;32;Количество воинов в подкреплениях II 3;;;;1850000
secretf_29;Урон осадных войск;5;50000;1150000;1662;0;32,00%;Урон осадных войск;33;Количество воинов в подкреплениях II 4;;;;4100000
secretf_29;Урон осадных войск;6;74500;1300000;2468;0;42,00%;Урон осадных войск;33;Количество воинов в подкреплениях II 4;;;;9200000
secretf_29;Урон осадных войск;7;115000;1450000;3665;0;53,00%;Урон осадных войск;34;Количество воинов в подкреплениях II 5;;;;21000000
secretf_29;Урон осадных войск;8;165000;1700000;5442;0;67,00%;Урон осадных войск;34;Количество воинов в подкреплениях II 6;;;;47000000
secretf_29;Урон осадных войск;9;245000;2150000;8080;0;82,00%;Урон осадных войск;35;Количество воинов в подкреплениях II 7;;;;110000000
secretf_29;Урон осадных войск;10;365000;3100000;11999;0;100,00%;Урон осадных войск;35;Количество воинов в подкреплениях II 10;;;;240000000
secretf_30;Грузоподъемность I;1;6300;370000;312;0;1,00%;Грузоподъемность I;31;Количество воинов в подкреплениях II 1;;;;160000
secretf_30;Грузоподъемность I;2;9400;475000;464;0;8,00%;Грузоподъемность I;31;Количество воинов в подкреплениях II 1;;;;355000
secretf_30;Грузоподъемность I;3;14000;575000;689;0;15,00%;Грузоподъемность I;32;Количество воинов в подкреплениях II 2;;;;800000
secretf_30;Грузоподъемность I;4;21000;680000;1022;0;23,00%;Грузоподъемность I;32;Количество воинов в подкреплениях II 3;;;;1850000
secretf_30;Грузоподъемность I;5;31000;780000;1518;0;32,00%;Грузоподъемность I;33;Количество воинов в подкреплениях II 4;;;;4100000
secretf_30;Грузоподъемность I;6;45500;885000;2254;0;42,00%;Грузоподъемность I;33;Количество воинов в подкреплениях II 4;;;;9200000
secretf_30;Грузоподъемность I;7;68000;1050000;3346;0;53,00%;Грузоподъемность I;34;Количество воинов в подкреплениях II 5;;;;21000000
secretf_30;Грузоподъемность I;8;105000;1200000;4969;0;67,00%;Грузоподъемность I;34;Количество воинов в подкреплениях II 6;;;;47000000
secretf_30;Грузоподъемность I;9;150000;1550000;7379;0;82,00%;Грузоподъемность I;35;Количество воинов в подкреплениях II 7;;;;110000000
secretf_30;Грузоподъемность I;10;225000;2200000;10958;0;100,00%;Грузоподъемность I;35;Количество воинов в подкреплениях II 10;;;;240000000
secretf_31;Урон шпионов;1;10500;570000;342;0;1,00%;Урон шпионов;31;Количество воинов в подкреплениях II 1;;;;160000
secretf_31;Урон шпионов;2;15500;710000;508;0;8,00%;Урон шпионов;31;Количество воинов в подкреплениях II 1;;;;355000
secretf_31;Урон шпионов;3;23000;850000;754;0;15,00%;Урон шпионов;32;Количество воинов в подкреплениях II 2;;;;800000
secretf_31;Урон шпионов;4;34000;990000;1119;0;23,00%;Урон шпионов;32;Количество воинов в подкреплениях II 3;;;;1850000
secretf_31;Урон шпионов;5;50000;1150000;1662;0;32,00%;Урон шпионов;33;Количество воинов в подкреплениях II 4;;;;4100000
secretf_31;Урон шпионов;6;74500;1300000;2468;0;42,00%;Урон шпионов;33;Количество воинов в подкреплениях II 4;;;;9200000
secretf_31;Урон шпионов;7;115000;1450000;3665;0;53,00%;Урон шпионов;34;Количество воинов в подкреплениях II 5;;;;21000000
secretf_31;Урон шпионов;8;165000;1700000;5442;0;67,00%;Урон шпионов;34;Количество воинов в подкреплениях II 6;;;;47000000
secretf_31;Урон шпионов;9;245000;2150000;8080;0;82,00%;Урон шпионов;35;Количество воинов в подкреплениях II 7;;;;110000000
secretf_31;Урон шпионов;10;365000;3100000;11999;0;100,00%;Урон шпионов;35;Количество воинов в подкреплениях II 10;;;;240000000
secretf_32;Скорость войск подкрепления II;1;6300;370000;312;0;1,00%;Скорость войск подкрепления II;31;Урон осадных войск 1;Грузоподъемность I 1;Урон шпионов 1;;160000
secretf_32;Скорость войск подкрепления II;2;9400;475000;464;0;4,00%;Скорость войск подкрепления II;31;Урон осадных войск 1;Грузоподъемность I 1;Урон шпионов 1;;355000
secretf_32;Скорость войск подкрепления II;3;14000;575000;689;0;8,00%;Скорость войск подкрепления II;32;Урон осадных войск 2;Грузоподъемность I 2;Урон шпионов 2;;800000
secretf_32;Скорость войск подкрепления II;4;21000;680000;1022;0;12,00%;Скорость войск подкрепления II;32;Урон осадных войск 3;Грузоподъемность I 3;Урон шпионов 3;;1850000
secretf_32;Скорость войск подкрепления II;5;31000;780000;1518;0;16,00%;Скорость войск подкрепления II;33;Урон осадных войск 4;Грузоподъемность I 4;Урон шпионов 4;;4100000
secretf_32;Скорость войск подкрепления II;6;45500;885000;2254;0;21,00%;Скорость войск подкрепления II;33;Урон осадных войск 4;Грузоподъемность I 4;Урон шпионов 4;;9200000
secretf_32;Скорость войск подкрепления II;7;68000;1050000;3346;0;27,00%;Скорость войск подкрепления II;34;Урон осадных войск 5;Грузоподъемность I 5;Урон шпионов 5;;21000000
secretf_32;Скорость войск подкрепления II;8;105000;1200000;4969;0;33,00%;Скорость войск подкрепления II;34;Урон осадных войск 6;Грузоподъемность I 6;Урон шпионов 6;;47000000
secretf_32;Скорость войск подкрепления II;9;150000;1550000;7379;0;41,00%;Скорость войск подкрепления II;35;Урон осадных войск 7;Грузоподъемность I 7;Урон шпионов 7;;110000000
secretf_32;Скорость войск подкрепления II;10;225000;2200000;10958;0;50,00%;Скорость войск подкрепления II;35;Урон осадных войск 10;Грузоподъемность I 10;Урон шпионов 10;;240000000
secretf_33;Здоровье против I тира в Крепостях;1;10500;570000;342;0;1,00%;Здоровье против I тира в Крепостях;31;Скорость войск подкрепления II 1;;;;160000
secretf_33;Здоровье против I тира в Крепостях;2;15500;710000;508;0;2,00%;Здоровье против I тира в Крепостях;31;Скорость войск подкрепления II 1;;;;355000
secretf_33;Здоровье против I тира в Крепостях;3;23000;850000;754;0;3,00%;Здоровье против I тира в Крепостях;32;Скорость войск подкрепления II 2;;;;800000
secretf_33;Здоровье против I тира в Крепостях;4;34000;990000;1119;0;4,00%;Здоровье против I тира в Крепостях;32;Скорость войск подкрепления II 3;;;;1850000
secretf_33;Здоровье против I тира в Крепостях;5;50000;1150000;1662;0;5,00%;Здоровье против I тира в Крепостях;33;Скорость войск подкрепления II 4;;;;4100000
secretf_33;Здоровье против I тира в Крепостях;6;74500;1300000;2468;0;6,00%;Здоровье против I тира в Крепостях;33;Скорость войск подкрепления II 4;;;;9200000
secretf_33;Здоровье против I тира в Крепостях;7;115000;1450000;3665;0;7,00%;Здоровье против I тира в Крепостях;34;Скорость войск подкрепления II 5;;;;21000000
secretf_33;Здоровье против I тира в Крепостях;8;165000;1700000;5442;0;8,00%;Здоровье против I тира в Крепостях;34;Скорость войск подкрепления II 6;;;;47000000
secretf_33;Здоровье против I тира в Крепостях;9;245000;2150000;8080;0;9,00%;Здоровье против I тира в Крепостях;35;Скорость войск подкрепления II 7;;;;110000000
secretf_33;Здоровье против I тира в Крепостях;10;365000;3100000;11999;0;10,00%;Здоровье против I тира в Крепостях;35;Скорость войск подкрепления II 10;;;;240000000
secretf_34;Здоровье против II тира в Крепостях;1;10500;570000;342;0;0,50%;Здоровье против II тира в Крепостях;31;Скорость войск подкрепления II 1;;;;160000
secretf_34;Здоровье против II тира в Крепостях;2;15500;710000;508;0;1,00%;Здоровье против II тира в Крепостях;31;Скорость войск подкрепления II 1;;;;355000
secretf_34;Здоровье против II тира в Крепостях;3;23000;850000;754;0;1,50%;Здоровье против II тира в Крепостях;32;Скорость войск подкрепления II 2;;;;800000
secretf_34;Здоровье против II тира в Крепостях;4;34000;990000;1119;0;2,00%;Здоровье против II тира в Крепостях;32;Скорость войск подкрепления II 3;;;;1850000
secretf_34;Здоровье против II тира в Крепостях;5;50000;1150000;1662;0;2,50%;Здоровье против II тира в Крепостях;33;Скорость войск подкрепления II 4;;;;4100000
secretf_34;Здоровье против II тира в Крепостях;6;74500;1300000;2468;0;3,00%;Здоровье против II тира в Крепостях;33;Скорость войск подкрепления II 4;;;;9200000
secretf_34;Здоровье против II тира в Крепостях;7;115000;1450000;3665;0;4,00%;Здоровье против II тира в Крепостях;34;Скорость войск подкрепления II 5;;;;21000000
secretf_34;Здоровье против II тира в Крепостях;8;165000;1700000;5442;0;5,00%;Здоровье против II тира в Крепостях;34;Скорость войск подкрепления II 6;;;;47000000
secretf_34;Здоровье против II тира в Крепостях;9;245000;2150000;8080;0;6,50%;Здоровье против II тира в Крепостях;35;Скорость войск подкрепления II 7;;;;110000000
secretf_34;Здоровье против II тира в Крепостях;10;365000;3100000;11999;0;8,00%;Здоровье против II тира в Крепостях;35;Скорость войск подкрепления II 10;;;;240000000
secretf_35;Здоровье против III тира в Крепостях;1;10500;570000;342;0;0,50%;Здоровье против III тира в Крепостях;31;Скорость войск подкрепления II 1;;;;160000
secretf_35;Здоровье против III тира в Крепостях;2;15500;710000;508;0;1,00%;Здоровье против III тира в Крепостях;31;Скорость войск подкрепления II 1;;;;355000
secretf_35;Здоровье против III тира в Крепостях;3;23000;850000;754;0;1,50%;Здоровье против III тира в Крепостях;32;Скорость войск подкрепления II 2;;;;800000
secretf_35;Здоровье против III тира в Крепостях;4;34000;990000;1119;0;2,00%;Здоровье против III тира в Крепостях;32;Скорость войск подкрепления II 3;;;;1850000
secretf_35;Здоровье против III тира в Крепостях;5;50000;1150000;1662;0;2,50%;Здоровье против III тира в Крепостях;33;Скорость войск подкрепления II 4;;;;4100000
secretf_35;Здоровье против III тира в Крепостях;6;74500;1300000;2468;0;3,00%;Здоровье против III тира в Крепостях;33;Скорость войск подкрепления II 4;;;;9200000
secretf_35;Здоровье против III тира в Крепостях;7;115000;1450000;3665;0;4,00%;Здоровье против III тира в Крепостях;34;Скорость войск подкрепления II 5;;;;21000000
secretf_35;Здоровье против III тира в Крепостях;8;165000;1700000;5442;0;5,00%;Здоровье против III тира в Крепостях;34;Скорость войск подкрепления II 6;;;;47000000
secretf_35;Здоровье против III тира в Крепостях;9;245000;2150000;8080;0;6,50%;Здоровье против III тира в Крепостях;35;Скорость войск подкрепления II 7;;;;110000000
secretf_35;Здоровье против III тира в Крепостях;10;365000;3100000;11999;0;8,00%;Здоровье против III тира в Крепостях;35;Скорость войск подкрепления II 10;;;;240000000
secretf_36;Количество воинов в Штурме;1;12000;685000;643;0;1,00%;Количество воинов в Штурме;31;Здоровье против I тира в Крепостях 1;Здоровье против II тира в Крепостях 1;Здоровье против III тира в Крепостях 1;;160000
secretf_36;Количество воинов в Штурме;2;17500;855000;955;0;2,00%;Количество воинов в Штурме;31;Здоровье против I тира в Крепостях 1;Здоровье против II тира в Крепостях 1;Здоровье против III тира в Крепостях 1;;355000
secretf_36;Количество воинов в Штурме;3;25500;1050000;1418;0;3,00%;Количество воинов в Штурме;32;Здоровье против I тира в Крепостях 2;Здоровье против II тира в Крепостях 2;Здоровье против III тира в Крепостях 2;;800000
secretf_36;Количество воинов в Штурме;4;38000;1200000;2105;0;4,00%;Количество воинов в Штурме;32;Здоровье против I тира в Крепостях 3;Здоровье против II тира в Крепостях 3;Здоровье против III тира в Крепостях 3;;1850000
secretf_36;Количество воинов в Штурме;5;56500;1400000;3126;0;6,00%;Количество воинов в Штурме;33;Здоровье против I тира в Крепостях 4;Здоровье против II тира в Крепостях 4;Здоровье против III тира в Крепостях 4;;4100000
secretf_36;Количество воинов в Штурме;6;83500;1550000;4641;0;8,00%;Количество воинов в Штурме;33;Здоровье против I тира в Крепостях 4;Здоровье против II тира в Крепостях 4;Здоровье против III тира в Крепостях 4;;9200000
secretf_36;Количество воинов в Штурме;7;125000;1750000;6892;0;10,00%;Количество воинов в Штурме;34;Здоровье против I тира в Крепостях 5;Здоровье против II тира в Крепостях 5;Здоровье против III тира в Крепостях 5;;21000000
secretf_36;Количество воинов в Штурме;8;185000;2050000;10235;0;13,00%;Количество воинов в Штурме;34;Здоровье против I тира в Крепостях 6;Здоровье против II тира в Крепостях 6;Здоровье против III тира в Крепостях 6;;47000000
